Document,Primary Introducer,Status,Description,Document ID
LB294,Scheer,Passed,"Adopt the Human Trafficking Victims Civil Remedy Act, change provisions relating to service of process, evidence of sexual assault, search warrants, temporary custody of juveniles, and foster care reports, change penalties for human trafficking and crimes relating to morals, and provide for forfeiture of assets",25065
LB295,Scheer,Passed,Require notice and a comment period regarding zoning ordinances affecting certain  extraterritorial zoning jurisdictions,25163
LB296,Kolterman,Passed,Require the Department of Health and Human Services to provide notification after removal of a child,25188
LB297,Seiler,Indefinitely postponed,Change the salaries of Supreme Court judges,25043
LB298,Schumacher,Passed,Change provisions relating to credit for reinsurance,24553
LB299,Schumacher,Indefinitely postponed,Change provisions relating to admission of evidence of alibi,25103
LB300,Schumacher,Indefinitely postponed,Change provisions relating to enforcement of ordinances by sanitary and improvement districts,25051
LB301,Chambers,Passed,Change provisions relating to distribution of court opinions,25233
LB302,Campbell,Indefinitely postponed,Create the offense of rehoming a child,25138
LB303,Bloomfield,Indefinitely postponed,Authorize schools to adopt a child sexual abuse policy,24871
LB304,Hansen,Passed,Adopt the Municipal Custodianship for Dissolved Homeowners Associations Act,25230
LB305,Schnoor,Passed,Allow veterans aid fund to be used for transportation costs for veterans,25201
LB306,Nordquist,Indefinitely postponed,Change the Conveyance Safety Act,25048
LB307,Kolowski,Indefinitely postponed,Change provisions relating to stalking and domestic abuse,25121
LB308,Kolowski,Indefinitely postponed,Provide for preregistration to vote,24975
LB309,Davis,Indefinitely postponed,Appropriate additional funds to the Property Tax Credit Cash Fund,25227
LB310,Davis,Passed,Change provisions relating to the Niobrara Council,25055
LB311,Transportation and Telecommunications Committee,Passed,Change provisions relating to the Motor Vehicle Operator's License Act and CLP-learner's permit issuance and applications for commercial drivers' licenses,24513
LB312,Transportation and Telecommunications Committee,Passed,Change provisions relating to the letting of highway construction contracts,24727
LB313,Transportation and Telecommunications Committee,Passed,Update certain references to federal regulations regarding motor vehicles and motor carriers,24529
LB314,Hansen,Passed,State matters subject to county court jurisdiction,24546
LB315,Howard,Passed,Change provisions relating to medicaid recovery audit contractors,24867
LB315A,Howard,Passed,Appropriation Bill,27783
LB316,Kintner,Indefinitely postponed,Prohibit joining certain interstate compacts and the sharing of red light camera and speed camera information with other compact members as prescribed,24890
LB317,Kintner,Passed,Repeal the Midwest Interstate Passenger Rail Compact,25265
LB318,Kuehn,Indefinitely postponed,State intent to fund planning and development regions,24575
LB319,Smith,Indefinitely postponed,Change provisions relating to elections conducted by mail,25009
LB320,Bolz,Passed,Adopt the Aging and Disability Resource Center Demonstration Project Act and require a state plan regarding persons with Alzheimer's or related disorders ,24474
LB320A,Bolz,Passed,Appropriation Bill,26659
LB321,Bolz,Indefinitely postponed,Adopt the Nebraska Industrial New Job-training Act and authorize certain payments and taxes,24916
LB322,Bolz,Indefinitely postponed,Increase child and dependent care tax credits,24465
LB323,Davis,Indefinitely postponed,Create the School Financing Review Commission,25236
LB324,McCollister,Passed,Provide additional powers for sanitary and improvement districts and require acknowledgments from purchasers of real estate within sanitary and improvement districts,24798
LB325,Davis,Passed,Change levy provisions for rural and suburban fire protection districts,24885
LB326,Williams,Indefinitely postponed,"Change provisions relating to marijuana, amphetamine, and methamphetamine ",24924
LB327,Williams,Indefinitely postponed,Change provisions relating to garnishment,24593
LB328,Schilz,Passed,Change provisions of the Private Onsite Wastewater Treatment System Contractors Certification and System Registration Act,24753
LB329,Schilz,Passed,Adopt the Nebraska Agritourism Promotion Act,25181
LB330,Larson,Passed,Change provisions relating to alcoholic liquor,25109
LB330A,Larson,Passed,Appropriation Bill,27285
LB331,Nordquist,Indefinitely postponed,Adopt the Bioscience Impact Opportunity Act,25128
LB332,Kuehn,Indefinitely postponed,Appropriate funds for the statewide prescription drug disposal project,25179
LB333,Gloor,Indefinitely postponed,Adopt the Health Care Services Transformation Act,24988
LB334,Mello,Passed,Repeal the Nebraska Workforce Investment Act,24684
LB335,Mello,Indefinitely postponed,Create and provide duties for the Intergenerational Poverty Task Force,24695
LB336,Harr,Indefinitely postponed,Change provisions relating to the Nebraska Condominium Act,25249
LB337,Harr,Indefinitely postponed,Rename and change the Low-Income Home Energy Conservation Act,24573
LB338,Brasch,Indefinitely postponed,Provide a docket fee for paternity determinations and parental support proceedings,24986
LB339,Howard,Indefinitely postponed,Change provisions relating to payment of costs for proceedings before the Nebraska Liquor Control Commission,24868
LB340,Brasch,Indefinitely postponed,Provide signage requirements and duties for the Nebraska State Patrol under the Concealed Handgun Permit Act,25180
LB341,Howard,Indefinitely postponed,Provide requirements relating to health benefit plan coverage for insureds in jail custody,25258
LB342,Howard,Passed,Permit insurers to contract for pharmacist professional services,25246
LB343,Kolowski,Indefinitely postponed,Provide funding for schools offering certain programs and courses as prescribed,24671
LB344,Kolowski,Indefinitely postponed,Provide natural resources districts with the power to issue general obligation bonds,25313
LB345,Kolowski,Indefinitely postponed,Adopt the Property Tax Relief Act,25314
LB346,Krist,Indefinitely postponed,Require a medicaid state plan amendment to cover children's day health services,25210
LB347,Krist,Passed,Expand the jurisdiction of the Inspector General to include juvenile justice services and allow access to certain records and information,25145
LB347A,Krist,Passed,Appropriation Bill,26799
LB348,Krist,Passed,Change provisions relating to automatic teller machines and point-of-sale terminals,25218
LB349,Krist,Indefinitely postponed,Change provisions relating to acquisitions of real property,25251
LB350,Brasch,Indefinitely postponed,Change valuation of agricultural land and horticultural land,24994
LB351,Brasch,Indefinitely postponed,Change state aid provisions relating to allocated income tax funds ,24996
LB352,Scheer,Passed,Change provisions relating to the issuance of a mortgage banker license and duties of licensees,25321
LB353,Campbell,Indefinitely postponed,Change credentialing provisions for nursing home administrators,24977
LB354,McCollister,Indefinitely postponed,Change provisions relating to crime victims and witnesses ,25147
LB355,Morfeld,Indefinitely postponed,Change provisions relating to certain education funding as prescribed,24762
LB356,Harr,Passed,Change provisions relating to the assessment of certain rent-restricted housing projects,24574
LB357,Smith,Indefinitely postponed,Change income tax rates and transfer funds from the Cash Reserve Fund,24830
LB358,Garrett,Indefinitely postponed,Change paternity provisions for a child conceived as a result of sexual assault,25240
LB359,Johnson,Indefinitely postponed,Change a fee collected from dog licensees,24669
LB360,Johnson,Passed,"Change procedures for disposition of seized animals, change license fees relating to dogs and cats, and change provisions of the Commercial Dog and Cat  Operator Inspection Act",25197
LB360A,Johnson,Passed,Appropriation Bill,27385
LB361,Harr,Passed,Clarify that certain assessments levied as prescribed are levied and collected as special assessments,25018
LB362,Krist,Indefinitely postponed,Change eminent domain provisions relating to school sites,24647
LB363,Nordquist,Indefinitely postponed,Provide time limits and penalties for late medical payments under the Nebraska Workers' Compensation Act,24940
LB364,Watermeier,Indefinitely postponed,Provide for transfers to the Property Tax Credit Cash Fund and appropriations,25300
LB365,Baker,Passed,Allow school districts and educational service units to keep electronic records,25209
LB366,Pansing Brooks,Passed,Change the personal needs allowance under the Medical Assistance Act,24347
LB366A,Pansing Brooks,Passed,Appropriation Bill,26027
LB367,Groene,Passed,Eliminate a restriction on paying petition circulators based on number of signatures,25261
LB368,Groene,Indefinitely postponed,Prohibit certain activities interfering with petition circulators,25274
LB369,Riepe,Indefinitely postponed,Change provisions relating to impaired credential holders under the Uniform Credentialing Act,24510
LB370,Riepe,Indefinitely postponed,Provide for an amendment to the medicaid state plan relating to dyslexia treatment,24438
LB371,Sullivan,Indefinitely postponed,Create and provide duties for the Nebraska Council for Educational Success,24874
LB372,Craighead,Indefinitely postponed,Adopt the First-time Home Buyer Savings Plan Act and provide income tax adjustments,25239
LB373,Hilkemann,Indefinitely postponed,Change provisions regarding school bus safety,24941
LB374,Haar,Indefinitely postponed,Direct transfers from the State Recreation Road Fund,25112
LB375,Craighead,Passed,Change provisions relating to broker's price opinions and comparative market analysis,25034
LB376,Hansen,Indefinitely postponed,Provide that public charitable corporations are subject to the Deferred Building Renewal Act,24338
LB377,Kolterman,Indefinitely postponed,"Change provisions and procedures relating to the disposition, care, custody, and costs associated with the impoundment of dogs or cats",25168
LB378,Groene,Passed,Change requirements for voter approval of borrowing money for public improvements by a first-class city,25293
LB379,Bolz,Indefinitely postponed,Adopt the Expanded Learning Opportunity Grant Program Act,24917
LB380,Morfeld,Indefinitely postponed,Create and provide duties for the Higher Education Affordability Commission,25264
LB381,Cook,Indefinitely postponed,State intent relating to appropriations for housing services,24857
LB382,Cook,Passed,Change provisions of the Diploma of High School Equivalency Assistance Act and state intent relating to certain transfers,25252
LB382A,Cook,Passed,Appropriation Bill,26597
LB383,Hansen,Indefinitely postponed,Permit registered voters moving within Nebraska without re-registering to vote provisionally,24773
LB384,Lindstrom,Indefinitely postponed,Provide for reclassification of agricultural land and horticultural land,25322
LB385,Lindstrom,Indefinitely postponed,Change provisions relating to forcible entry and detainer and the Uniform Residential Landlord and Tenant Act,25070
LB386,Watermeier,Indefinitely postponed,Change a sales tax exemption for agricultural machinery and equipment,25104
LB387,Schnoor,Indefinitely postponed,Transfer funds from the Cash Reserve Fund to the Property Tax Credit Cash Fund,24915
LB388,Hansen,Indefinitely postponed,Provide annual adjustments for total disability income benefits under the Nebraska Workers' Compensation Act,24938
LB389,Kuehn,Indefinitely postponed,Change license and inspection fees under the Commercial Dog and Cat Operator Inspection Act,25268
LB390,Crawford,Passed,Provide for medical use of cannabidiol and naloxone and change controlled substances schedules and transfers to the Nebraska Health Care Cash Fund,24842
LB390A,Crawford,Passed,Appropriation Bill,27722
LB391,Crawford,Indefinitely postponed,Change sales tax collection fees for motor vehicles,24506
LB392,Crawford,Indefinitely postponed,"Change and eliminate learning community provisions relating to levy authority, distribution of core services funds, and state aid calculations",25052
LB393,Schilz,Indefinitely postponed,Change provisions of the Livestock Animal Welfare Act,24931
LB394,Schilz,Indefinitely postponed,"Prohibit interference with hunting, trapping, or fishing by intimidation using a telephone or other communication device ",25299
LB395,Schilz,Indefinitely postponed,Adopt the Nebraska Enterprise Act and authorize grants for economic development,24534
LB396,Riepe,Indefinitely postponed,Allow an income tax credit for certain long-term care insurance policy premiums,24682
LB397,Harr,Indefinitely postponed,State intent relating to funding for a lead-based paint hazard reduction grant,24976
LB398,Harr,Indefinitely postponed,Exempt all tangible personal property from property tax,25284
LB399,Smith,Indefinitely postponed,Provide Public Service Commission powers regarding transportation network service,25042
LB400,Smith,Passed,Change filing requirements for statements of financial interest,25010
LB400A,Smith,Passed,Appropriation Bill,26304
LB401,Kolterman,Indefinitely postponed,Adopt the College Tuition Equalization Grant Program Act,25172
LB402,Baker,Indefinitely postponed,Change and eliminate provisions relating to distance education incentives ,25272
LB403,Davis,Indefinitely postponed,Change requirements for elections by mail ,24790
LB404,Davis,Indefinitely postponed,Provide for evidentiary hearings relating to certain water-use applications,25173
LB405,Davis,Indefinitely postponed,Create the Alzheimer's and Related Disorders Advisory Work Group and provide for a state plan,24702
LB406,Morfeld,Indefinitely postponed,"Change provisions relating to actions for the recovery of vacant, platted, and subdivided real property as prescribed",25291
LB407,Haar,Indefinitely postponed,Change and eliminate provisions relating to certified renewable export facilities as prescribed,24692
LB408,Kolterman,Passed,Eliminate provisions relating to penalties for corporations and companies that fail to pay taxes,25278
LB409,McCollister,Indefinitely postponed,Change provisions relating to landlords and tenants,24732
LB410,Sullivan,Indefinitely postponed,Change eligibility provisions relating to the Access College Early Scholarship Program Act,24825
LB411,Cook,Indefinitely postponed,Change provisions relating to the Supplemental Nutrition Assistance Program,25195
LB412,Mello,Passed,Change provisions relating to the Rural Community-Based Energy Development Act,24483
LB413,Mello,Passed,Provide fees and procedures for permits under the National Pollutant Discharge Elimination System and funding under the Wastewater Treatment Facilities Construction Assistance Act,24696
LB413A,Mello,Passed,Appropriation Bill,26559
LB414,Harr,Passed,Provide a property tax exemption for fraternal benefit societies,24677
LB415,Pansing Brooks,Passed,Change provisions relating to the Uniform Interstate Family Support Act,25221
LB416,Pansing Brooks,Indefinitely postponed,Change provisions relating to transfers of property upon death,24547
LB417,Nordquist,Indefinitely postponed,Appropriate funds to the University of Nebraska for pediatric cancer research,25171
LB418,Nordquist,Indefinitely postponed,Change distribution of cigarette tax proceeds,24386
LB419,Mello,Passed,Exempt certain sales and purchases by certain zoos and aquariums from sales and use tax,24714
LB420,Crawford,Indefinitely postponed,Require acknowledgments from purchasers of real estate in a sanitary and improvement district,24638
LB421,Kintner,Indefinitely postponed,Eliminate a learning community and provide for distribution of assets as prescribed,24664
LB422,Howard,Passed,Provide for reasonable fees and costs for proceedings involving a minor under the Probate Code,24813
LB423,Schilz,Indefinitely postponed,Change a renewable energy tax credit,24475
LB423A,Nordquist,Indefinitely postponed,Appropriation Bill,27294
LB424,Davis,Passed,Change provisions relating to the nameplate capacity tax,24985
LB425,Riepe,Indefinitely postponed,Provide for earned time and discontinue the use of good time,24807
LB426,Riepe,Indefinitely postponed,"Provide for violent offenders and provide powers and duties for the Director of Correctional Services, the Parole Administrator, the Board of Parole, and parole officers",24808
LB427,Groene,Indefinitely postponed,Provide for payment of probation office costs by the state,25149
LB428,Garrett,Indefinitely postponed,Provide an exemption from motor vehicle taxation for certain veterans,24452
LB429,Smith,Indefinitely postponed,Provide for medical utilization and treatment guidelines under the Nebraska Workers' Compensation Act,24585
LB430,Mello,Passed,Change appropriation provisions,25292
LB431,Baker,Passed,Change provisions relating to public school district construction,25203
LB432,Baker,Withdrawn,Change provisions relating to access to and copying of public records,25276
LB433,Baker,Indefinitely postponed,Create the offense of false presentation of proof of liability insurance and provide penalties,25370
LB434,Cook,Indefinitely postponed,Require law enforcement agencies to use theft notification web sites as prescribed,25131
LB435,Cook,Indefinitely postponed,Adopt the Time to Teach and Time to Learn Act,25280
LB436,Cook,Indefinitely postponed,State intent relating to appropriations for pediatric oral health services,25341
LB437,Ebke,Indefinitely postponed,Change provisions relating to the Parenting Act,24913
LB438,Morfeld,Indefinitely postponed,Change distribution of sales and use tax revenue and create and provide for a fund,25324
LB439,Morfeld,Passed,Change Nebraska Liquor Control Act penalty provisions for certain violations,24675
LB440,Morfeld,Indefinitely postponed,Provide for a study of rates for care by an Alzheimer's special care unit as prescribed,25232
LB441,Bolz,Indefinitely postponed,Change provisions relating to the bridge to independence program,24919
LB442,Bolz,Indefinitely postponed,Appropriate additional funds to the Property Tax Credit Cash Fund,25360
LB443,Bolz,Indefinitely postponed,Redefine support services for purposes of the Special Education Act,25282
LB444,Groene,Indefinitely postponed,Eliminate the minimum levy adjustment for purposes of state aid to schools,25369
LB445,Groene,Indefinitely postponed,Authorize audits of redevelopment plans that use tax-increment financing,25421
LB446,Nordquist,Passed,Redefine compensation and change provisions for school employees retirement,24930
LB447,Mello,Passed,Change and provide provisions relating to retirement benefits and plans,24613
LB448,Nordquist,Indefinitely postponed,Change membership of the Nebraska Investment Council and retirement provisions for Class V school districts,25248
LB448A,Nordquist,Indefinitely postponed,Appropriation Bill,27775
LB449,Mello,Passed,Change provisions of the Business Innovation Act and the Nebraska Visitors Development Act and state intent relating to tourism,24381
LB450,Mello,Indefinitely postponed,"Authorize grants to aid tourism, create a fund, and change funding provisions",24725
LB451,Hansen,Indefinitely postponed,Change and eliminate provisions relating to stacking of insurance coverage,24937
LB452,Hilkemann,Passed,Provide advertising requirements under the Uniform Credentialing Act,24923
LB453,Hilkemann,Indefinitely postponed,Change provisions relating to motor vehicle taxes,25303
LB454,Garrett,Indefinitely postponed,Change provisions relating to the taxation of military retirement benefits,24936
LB455,Gloor,Passed,Change provisions relating to employment of a full-time fire chief by cities of the first class,25023
LB456,Gloor,Passed,Change provisions relating to the Nebraska Exchange Stakeholder Commission,25365
LB457,Gloor,Passed,Change the Site and Building Development Act and terminate a fund,24715
LB458,Kolterman,Passed,Authorize limited lines travel insurance producer licenses,24838
LB459,Crawford,Indefinitely postponed,Change provisions relating to a deposition of a child victim or child witness,24839
LB460,Nordquist,Indefinitely postponed,Provide for licensure of charter bus and limousine services and pedal-pub vehicles for the consumption of alcohol,25078
LB461,Pansing Brooks,Indefinitely postponed,Change appropriations for the Nebraska Tree Recovery Program,25260
LB462,Seiler,Indefinitely postponed,Change restrictions on campaigning by public officials and public employees,25032
LB463,Harr,Indefinitely postponed,Adopt the Technology Information Management Act,24443
LB464,Harr,Passed,Change information provided on effective financing statements,24860
LB465,Harr,Passed,Adopt the Electronic Notary Public Act,25296
LB465A,Harr,Passed,Appropriation Bill,26519
LB466,Harr,Indefinitely postponed,Change provisions relating to deductions of municipal sales and use tax refunds,24979
LB467,Kolterman,Passed,Change provisions relating to State Patrol retirement,24731
LB468,Nordquist,Passed,"Provide and change fees, benefits, and contributions for judges' retirement",24490
LB468A,Nordquist,Passed,Appropriation Bill,27814
LB469,Smith,Passed,"Provide procedures and reporting requirements relating to a state plan on carbon dioxide emissions, require a strategic state energy plan, and provide requirements for meteorological evaluation towers",24978
LB469A,Smith,Passed,Appropriation Bill,27205
LB470,Hansen,Indefinitely postponed,Provide an income tax credit for caregivers,25025
LB471,Howard,Passed,Change prescription drug monitoring provisions and create the Veterinary Prescription Monitoring Program Task Force,25016
LB472,Campbell,Indefinitely postponed,Adopt the Medicaid Redesign Act,24764
LB472A,Campbell,Indefinitely postponed,Appropriation Bill,26771
LB473,Chambers,Indefinitely postponed,Eliminate the power of eminent domain for major pipelines,25306
LB474,Chambers,Passed,Provide for Mountain Lion Conservation Plates and create a fund,25381
LB474A,Chambers,Passed,Appropriation Bill,26123
LB475,Davis,Indefinitely postponed,Change a provision relating to the construction or acquisition of certain electric generation facilities,25328
LB476,Davis,Indefinitely postponed,Provide duties for county assessors and the Property Tax Administrator relating to tax-exempt real property,25390
LB477,Davis,Passed,Change provisions relating to school districts maintaining the only public high school in a county,25424
LB478,Baker,Indefinitely postponed,Provide bonding authority for educational service units,25393
LB479,Bloomfield,Passed,Change provisions relating to memorials to veterans,24755
LB480,Harr,Passed,Change provisions relating to the Nebraska Workers' Compensation Act,25380
LB481,Kintner,Indefinitely postponed,Permit school districts to opt out of a learning community as prescribed,25176
LB482,Krist,Passed,Change provisions relating to juveniles,25122
LB483,Pansing Brooks,Indefinitely postponed,Change provisions relating to indeterminate sentencing,25375
LB484,Nordquist,Indefinitely postponed,Change county employee and employer retirement contribution rates for certain counties as prescribed,25170
LB485,Stinner,Indefinitely postponed,State intent relating to appropriations for child welfare,25403
LB486,Schilz,Indefinitely postponed,Provide for a limited bottling endorsement under the Nebraska Liquor Control Act,25417
LB487,Schilz,Indefinitely postponed,"Change the duties of the 
Auditor of Public Accounts",25317
LB488,Scheer,Indefinitely postponed,Adopt the Transportation Network Insurance Act,24770
LB489,Sullivan,Indefinitely postponed,Change provisions relating to grants for early childhood education as prescribed,25269
LB489A,Sullivan,Indefinitely postponed,Appropriation Bill,26598
LB490,Watermeier,Indefinitely postponed,Adopt the Provider Orders for Life-Sustaining Treatment Act,25290
LB491,Morfeld,Indefinitely postponed,Provide for an election day voter registration pilot project,25095
LB492,Morfeld,Indefinitely postponed,Change provisions relating to fees charged by the register of deeds,24655
LB493,Nordquist,Indefinitely postponed,Adopt the Healthy and Safe Families and Workplaces Act,24772
LB494,Nordquist,Indefinitely postponed,Change minimum wage for persons compensated by way of gratuities,24694
LB495,Pansing Brooks,Indefinitely postponed,Increase the earned income tax credit,24778
LB496,Kuehn,Indefinitely postponed,Appropriate funds for the Yeutter Institute for International Trade and Finance,25287
LB497,Hadley,Indefinitely postponed,Change provisions relating to distribution of marital assets,25242
LB498,Hadley,Governor Veto,Require registration of all-terrain vehicles and utility-type vehicles under the Motor Vehicle Registration Act and change sales tax provisions ,25351
LB499,Krist,Indefinitely postponed,Provide duties for the Department of Health and Human Services relating to behavioral and mental health services,24532
LB500,Howard,Passed,Require application for a medicaid state plan amendment for multisystemic therapy ,24944
LB500A,Howard,Passed,Appropriation Bill,27048
LB501,Krist,Indefinitely postponed,Provide for use of audio or visual materials of legislative proceedings to be used for commercial or political advertising as prescribed,24518
LB502,Krist,Indefinitely postponed,State intent to establish a family court pilot project,25454
LB503,Krist,Indefinitely postponed,Provide authority for the Auditor of Public Accounts to issue subpoenas and request court orders,25319
LB504,Krist,Passed,Change provisions relating to presentence reports and psychiatric examinations and provide access to substance abuse evaluations,24904
LB504A,Krist,Passed,Appropriation Bill,25926
LB505,Krist,Passed,"Change provisions of the Security, Privacy, and Dissemination of Criminal History Information Act",24983
LB506,Krist,Indefinitely postponed,Increase funding for community-based developmental disability providers ,25279
LB507,Cook,Indefinitely postponed,Require certain examinations for special education teachers,25429
LB508,Cook,Indefinitely postponed,Provide minimum requirements for acceptance to teacher education programs,25430
LB509,Cook,Indefinitely postponed,Change and eliminate provisions relating to a poverty allowance under the state aid formula,25386
LB510,Cook,Indefinitely postponed,Provide an income tax credit to employers of public assistance recipients ,25376
LB511,Cook,Passed,Provide for return-to-learn protocols for pediatric cancer survivors,25297
LB512,Stinner,Indefinitely postponed,Provide powers and duties to the Nebraska Oil and Gas Conservation Commission regarding certain wastewater and charge an assessment for certain costs,25420
LB513,Craighead,Passed,Change provisions relating to use and leasing of school property,25402
LB514,Craighead,Indefinitely postponed,Change provisions relating to registering to vote and voting early at the same time,24914
LB515,Craighead,Passed,Change an aggregate loan limit for agricultural projects under the Nebraska Investment Finance Authority Act,25438
LB516,Bolz,Indefinitely postponed,Create the Brain Injury Council and the Brain Injury Trust Fund and provide powers and duties,25080
LB517,Riepe,Indefinitely postponed,Prohibit certain uses of interactive wireless communication devices while driving,25333
LB518,Riepe,Indefinitely postponed,Provide for changes to the medical assistance program,24667
LB519,Sullivan,Passed,"Change distribution of lottery funds for education, provide for grants, change loan, incentive, and state aid provisions, create funds, and require a postsecondary education affordability study",25398
LB519A,Sullivan,Passed,Appropriation Bill,27219
LB520,Sullivan,Indefinitely postponed,Change provisions relating to transfers to certain education-related funds,25165
LB521,Sullivan,Indefinitely postponed,"Provide, eliminate, and change provisions relating to property tax levies and credits and state aid to schools and provide for a transfer from the Cash Reserve Fund",25162
LB522,Sullivan,Indefinitely postponed,Provide for apportionment funds and student support aid relating to state aid to education,25397
LB523,Sullivan,Indefinitely postponed,Change income tax rates and state intent relating to funding public education,25294
LB524,Sullivan,Indefinitely postponed,Change provisions documenting eligibility relating to free and reduced-price school meals,25345
LB525,Sullivan,Passed,Change provisions relating to education,25125
LB525A,Sullivan,Indefinitely postponed,Appropriation Bill,27621
LB526,Sullivan,Indefinitely postponed,Define a term related to teachers' and administrators' certificates,25395
LB527,Sullivan,Indefinitely postponed,Change provisions relating to teachers' loan programs,25396
LB528,Sullivan,Indefinitely postponed,Change and eliminate provisions relating to learning communities,25046
LB529,Sullivan,Indefinitely postponed,Change provisions relating to the Tax Equity and Educational Opportunities Support Act,25224
LB530,Sullivan,Indefinitely postponed,Provide a duty for the student achievement coordinator,25399
LB531,Kolterman,Indefinitely postponed,Provide requirements for publication of insurance information,25267
LB532,Hilkemann,Indefinitely postponed,Appropriate funds to the University of Nebraska,25377
LB533,Stinner,Indefinitely postponed,Appropriate funds to the University of Nebraska,25378
LB534,Groene,Indefinitely postponed,Provide for limitations on General Fund expenditures for state aid to education,25361
LB535,Smith,Indefinitely postponed,Provide the Public Service Commission with exclusive jurisdiction over depth requirements for underground oil and natural gas pipelines,25408
LB536,Haar,Indefinitely postponed,Provide for the filing of an annual report by public power suppliers with the Nebraska Power Review Board,24559
LB537,Watermeier,Indefinitely postponed,Appropriate funds relating to natural resources,24933
LB538,Legislative Performance Audit Committee,Passed,Require audits of tax incentive programs under the Legislative Performance Audit Act and change tax incentive sunset dates,24834
LB538A,Watermeier,Passed,Appropriation Bill,26508
LB539,Watermeier,Passed,Change provisions relating to the office of Legislative Audit and the Auditor of Public Accounts,24758
LB540,Crawford,Passed,Adopt updated international building code standards,24536
LB541,Crawford,Passed,Change provisions of the Taxpayer Transparency Act relating to expired contracts,24861
LB542,Harr,Indefinitely postponed,Provide a sales tax exemption for purchases by county agricultural societies,25355
LB543,Harr,Indefinitely postponed,Provide for certification of community paramedics and reimbursement under medicaid,25226
LB544,Harr,Indefinitely postponed,Adopt the Community Gardens Act,25027
LB545,Harr,Indefinitely postponed,Provide for additional mandatory minimum sentencing as prescribed,24752
LB546,Morfeld,Indefinitely postponed,Authorize administration of naloxone as prescribed,25387
LB547,Campbell,Passed,Change provisions regarding use of federal block grant funds for child care activities and provide for grants to early childhood education programs,25310
LB547A,Campbell,Passed,Appropriation Bill,27215
LB548,Campbell,Indefinitely postponed,Adopt the Surgical Assistant Practice Act,25388
LB549,Campbell,Indefinitely postponed,Adopt the Health Care Transformation Act,24765
LB550,Harr,Indefinitely postponed,Change provisions relating to the Municipal Equalization Fund,25017
LB551,Nordquist,Indefinitely postponed,Adopt the Local Government Employees Retirement Act,25372
LB552,Nordquist,Indefinitely postponed,Change a duty of the Auditor of Public Accounts relating to written reviews of reports,25435
LB553,Gloor,Indefinitely postponed,Change insurance provisions relating to dental services,25281
LB554,Business and Labor Committee,Passed,Provide for payment of claims against the state,25039
LB555,Harr,Indefinitely postponed,Deny claims made against the state,25371
LB556,Kolowski,Indefinitely postponed,Waive workers' compensation as the exclusive remedy if an employer is willfully negligent,24939
LB557,Kolowski,Indefinitely postponed,Redefine a term under the Nebraska Clean Indoor Air Act,25459
LB558,Kolowski,Indefinitely postponed,Provide an exception for certain food operations under the Nebraska Pure Food Act and provide a duty for the Department of Agriculture,25363
LB559,Schumacher,Passed,Change provisions relating to the treatment of tax credits under the New Markets Job Growth Investment Act,25432
LB560,Williams,Indefinitely postponed,Appropriate funds to the University of Nebraska and create a fund,25411
LB561,Stinner,Passed,Name the Irrigation District Act and change election provisions for irrigation districts,25123
LB562,Morfeld,Indefinitely postponed,Adopt the Nebraska Treasures Act,25198
LB563,McCollister,Indefinitely postponed,Change provisions relating to school fiscal year ,25439
LB564,Lindstrom,Indefinitely postponed,Change duties and obligations relating to the mowing of weeds along county roads,25336
LB565,Kuehn,Indefinitely postponed,State intent relating to appropriations for education and training in high-need fields,25277
LB566,Coash,Passed,Change provisions relating to Indian child welfare,24912
LB566A,Coash,Passed,Appropriation Bill,27306
LB567,Johnson,Passed,Change transfer of prescription refill information provisions and provide for forwarding original prescriptions,25253
LB568,Brasch,Indefinitely postponed,Change certain administrative license revocation provisions relating to commercial drivers' licenses,24530
LB569,Brasch,Indefinitely postponed,Change the Business Innovation Act,24716
LB570,Brasch,Passed,Provide and change ordinance authority and other provisions relating to operation of golf car vehicles,25405
LB571,Brasch,Indefinitely postponed,Provide requirements for the Nebraska Tourism Commission to mark tourism attractions,25394
LB572,Davis,Indefinitely postponed,Provide duties for the state school security director relating to cyberbullying and digital citizenship issues,25357
LB573,Davis,Indefinitely postponed,Adopt the Health Enterprise Zone Act and provide for tax credits,24965
LB574,Davis,Indefinitely postponed,Adopt the Intangible Personal Property Tax Act,24822
LB575,Murante,Passed,Change provisions relating to elections,25011
LB576,Murante,Indefinitely postponed,Change election and membership provisions for learning community coordinating councils,25142
LB577,Murante,Passed,"Permit counties to regulate peddlers, hawkers, and solicitors",25235
LB578,Murante,Indefinitely postponed,Change provisions relating to elections,25143
LB579,Murante,Indefinitely postponed,Change traffic accident reporting requirements as prescribed and authorize a fee for a copy of a peace officer report,25404
LB580,Murante,Governor Veto,Adopt the Redistricting Act,25169
LB581,Nordquist,Passed,Adopt the Nebraska Clean-burning Motor Fuel Development Act,24908
LB581A,Nordquist,Passed,Appropriation Bill,26769
LB582,Nordquist,Indefinitely postponed,Change provisions relating to a focus school and program allowance,25366
LB583,Schilz,Indefinitely postponed,Require a state energy plan,25072
LB584,Schilz,Indefinitely postponed,Transfer funds of the Cash Reserve Fund for a dental clinic and oral health training facility,25219
LB585,Schilz,Indefinitely postponed,Change provisions relating to director qualifications and employment of personnel at the Department of Natural Resources,25262
LB586,Morfeld,Indefinitely postponed,Prohibit discrimination based upon sexual orientation and gender identity,24833
