Document,Primary Introducer,Status,Description,Document ID
LB287,Wishart,Indefinitely postponed,Provide duties for the State Child and Maternal Death Review Team,31149
LB288,Harr,Indefinitely postponed,Change provisions relating to service of notice when applying for a tax deed and the laws governing tax sale certificates,30859
LB289,Pansing Brooks,Passed,"Change and provide provisions relating to sex offenses and domestic violence protection orders, provide for sexual assault protection orders, and change provisions relating to paternity of a child conceived as a result of sexual assault",30972
LB289A,Pansing Brooks,Passed,Appropriation Bill,32928
LB290,Vargas,Indefinitely postponed,"Provide for voter registration upon application for driver's license, state identification card, or certain benefits",31262
LB291,Larson,Indefinitely postponed,Adopt the Special Economic Impact Zone Act and change the Nebraska Investment Finance Authority Act and the Nebraska Revenue Act of 1967 as prescribed,31284
LB292,Larson,Indefinitely postponed,Authorize series limited liability companies under the Nebraska Uniform Limited Liability Company Act,30842
LB293,Larson,Indefinitely postponed,Include U-47700 as a Schedule I controlled substance under the Uniform Controlled Substances Act,31492
LB294,Smith,Indefinitely postponed,Provide for a reciprocity agreement with a foreign country for mutual recognition of motor vehicle operator licenses,30772
LB295,Smith,Indefinitely postponed,Adopt the Opportunity Scholarships Act and provide tax credits,30926
LB296,McCollister,Indefinitely postponed,Change immunity provisions with respect to asthma and allergic reactions,31385
LB297,McCollister,Indefinitely postponed,Create Children and Juveniles Data Pilot Project,30812
LB298,Baker,Indefinitely postponed,Change provisions relating to the Nebraska Strengthening Families Act and a task force,31230
LB299,Ebke,Passed,Adopt the Occupational Board Reform Act and change procedures for rules and regulations,31200
LB300,Krist,Passed,Change the statute of limitations on civil actions for sexual assault of a child,30748
LB301,Albrecht,Indefinitely postponed,Provide for electronic notices of determinations of claims under the Employment Security Law,31078
LB302,Crawford,Indefinitely postponed,State intent to appropriate funds for psychiatric and behavioral health medicine fellowships,31380
LB303,Crawford,Indefinitely postponed,Appropriate funds to the University of Nebraska to fund behavioral health internships,31213
LB304,Crawford,Passed,Change provisions relating to the Nebraska Housing Agency Act,30779
LB305,Crawford,Indefinitely postponed,Adopt the Paid Family Medical Leave Insurance Act,30964
LB306,Lindstrom,Passed,Change provisions relating to the scope of coverage of and notice required under the Portable Electronics Insurance Act,31494
LB307,Brasch,Passed,"Provide for mediation, child abuse prevention, and civil legal services fees in certain proceedings",30871
LB308,Brasch,Indefinitely postponed,Change provisions relating to the committee on Americanism,31509
LB309,Brasch,Indefinitely postponed,Eliminate Daylight Saving Time,30918
LB310,Friesen,Passed,Change provisions relating to bridge carrying capacities and weight limits and operation restrictions for implements of husbandry,30968
LB311,Morfeld,Indefinitely postponed,Eliminate an eligibility provision relating to nutrition assistance benefits as prescribed,30804
LB312,Briese,Indefinitely postponed,Change and eliminate revenue and taxation provisions,31435
LB313,Briese,Indefinitely postponed,Change the sales tax rate and the earned income tax credit and provide property tax credits,31311
LB314,Murante,Indefinitely postponed,Change state and municipal election provisions to conform to prior legislation,31331
LB315,Murante,Passed,Change provisions relating to the sale of real property by a city of the second class or village,31091
LB316,Murante,Indefinitely postponed,Change election provisions relating to technology and funding,31495
LB317,Hughes,Passed,Provide for a relevy or reassessment of a special assessment for cities of the second class or villages as prescribed,31147
LB318,Hughes,Passed,Authorize telephone conferencing for meetings of the Nebraska Brand Committee,31451
LB319,Halloran,Indefinitely postponed,Provide for confidentiality of and access to certain injury reports under the Nebraska Workers' Compensation Act,31100
LB320,Lowe,Passed,"Change provisions relating to bidding and purchases, conflicts of interest in the materiel division, and facilities construction and administration",30856
LB321,Lowe,Passed,Change provisions relating to unlawful possession of a firearm at a school,31574
LB322,Craighead,Indefinitely postponed,Change the Tax Equalization and Review Commission Act,31229
LB323,Kolterman,Passed,Adopt the Palliative Care and Quality of Life Act,30824
LB324,Kolterman,Indefinitely postponed,Adopt the Pharmacy Benefit Fairness and Transparency Act,30855
LB325,Harr,Indefinitely postponed,Exempt certain purchases of energy star qualified products from sales and use taxes,31428
LB326,Kolowski,Indefinitely postponed,Provide additional budget and tax levy authority for certain school districts,31386
LB327,Speaker Scheer,Passed,"Appropriate funds for the expenses of Nebraska State Government for the biennium ending June 30, 2019",31187
LB328,Speaker Scheer,Passed,Appropriate funds for salaries of members of the Legislature,31188
LB329,Speaker Scheer,Passed,Appropriate funds for salaries of constitutional officers,31189
LB330,Speaker Scheer,Passed,Appropriate funds for capital construction and property acquisition,31190
LB331,Speaker Scheer,Passed,"Create funds, provide for transfers, change provisions governing funds, and change the reserve requirement",31327
LB332,Speaker Scheer,Passed,Change Cash Reserve Fund provisions,31326
LB333,Riepe,Passed,"Change provisions relating to custody, services, and assistance for persons with developmental disabilities",31037
LB333A,Riepe,Indefinitely postponed,Appropriation Bill,33746
LB334,Riepe,Indefinitely postponed,Change Department of Health and Human Services provisions relating to families,30996
LB335,Riepe,Passed,Change provisions relating to a child care market rate survey,30896
LB336,Riepe,Indefinitely postponed,Provide a fee for registry checks under the Child Protection and Family Safety Act,31013
LB337,Smith,Indefinitely postponed,Change income tax rates and provide for deferrals of the rate changes,31082
LB338,Brasch,Indefinitely postponed,Adopt the Agricultural Valuation Fairness Act,31413
LB339,Friesen,Passed,Merge the Department of Aeronautics into the Department of Roads and rename as the Department of Transportation,31508
LB340,Murante,Passed,Transfer powers and duties from Division of Veterans' Homes of Department of Health and Human Services to Department of Veterans' Affairs,30876
LB341,Lindstrom,Indefinitely postponed,Change provisions relating to executive bank officer license revocation and suspension,31389
LB342,Erdman,Indefinitely postponed,Adopt the Nurse Licensure Compact and provide for temporary nursing license for military spouses,30908
LB343,Riepe,Indefinitely postponed,"Change credentialing and regulation of cosmetology, nail technology, audiology, massage therapy, and barbers",30862
LB344,Albrecht,Indefinitely postponed,Change credentialing and regulation of mental health substance abuse centers,30867
LB345,Murante,Passed,Eliminate an experience requirement for abstracters,31359
LB346,Lowe,Passed,"Eliminate the requirement for a motor vehicle, motorcycle, or trailer salesperson license",31370
LB347,Geist,Passed,Change provisions relating to school bus permits and qualifications,30857
LB348,Larson,Indefinitely postponed,"Eliminate licensing, an excise tax, and other provisions of the Nebraska Potato Development Act",31360
LB349,Hilkemann,Indefinitely postponed,Change provisions relating to the maintenance and administration of the State DNA Sample and Data Base Fund,30820
LB350,McCollister,Governor Veto,Provide for setting aside certain misdemeanor and felony convictions,31431
LB351,McCollister,Indefinitely postponed,Change provisions relating to veteran designations on operators' licenses and state identification cards,31236
LB351A,McCollister,Indefinitely postponed,Appropriation Bill,33244
LB352,Vargas,Indefinitely postponed,"Adopt the Wind, Solar, and Fuel Cell Business Financing Act",31294
LB353,Baker,Indefinitely postponed,"Change claim, award, and judgment payment provisions under the Political Subdivisions Tort Claims Act",31072
LB354,Kolowski,Indefinitely postponed,Adopt the Wage Disclosure Act,31153
LB355,Bolz,Indefinitely postponed,Provide for Native American Cultural Awareness and History Plates,31310
LB356,Bolz,Indefinitely postponed,Create the Civic Engagement Cash Fund and state intent relating to fund transfers,31303
LB356A,Bolz,Indefinitely postponed,Appropriation Bill,32708
LB357,Bolz,Indefinitely postponed,Increase original certificate of title fees for vehicles transferred to Nebraska from another state and provide for voluntary contributions to brain injury programs,31009
LB358,McCollister,Indefinitely postponed,Change income eligibility provisions relating to the Supplemental Nutrition Assistance Program,30813
LB359,Kolterman,Indefinitely postponed,Authorize damages for property taxes and special assessments paid on property lost through adverse possession,30933
LB360,Kolterman,Indefinitely postponed,Adopt the Surgical Technologist Registry Act,30788
LB361,Kolowski,Indefinitely postponed,Exempt sales of clothing and footwear from sales and use taxes as prescribed,31267
LB362,Riepe,Indefinitely postponed,Adopt the Health Savings Account Act and provide an income tax deduction,31041
LB363,Hansen,Indefinitely postponed,Change the Conveyance Safety Act,31465
LB364,Walz,Indefinitely postponed,"Change and eliminate licensure, regulation, and penalty provisions under the Professional Landscape Architects Act",30704
LB365,Blood,Indefinitely postponed,Change provisions relating to access to public records and provide for fees,31450
LB366,Halloran,Indefinitely postponed,Change and eliminate provisions relating to parole administration,31126
LB367,Krist,Indefinitely postponed,Change provisions relating to payment of costs in juvenile matters,31618
LB368,Lowe,Indefinitely postponed,"Change helmet provisions, change passenger age limits, and require eye protection for operators of motorcycles and mopeds",31519
LB369,Lowe,Indefinitely postponed,Change provisions relating to fees charged by the register of deeds,31544
LB370,Lowe,Withdrawn,Eliminate requirement to obtain certificate or complete background check to receive or transfer a handgun,31570
LB371,Crawford,Passed,Eliminate condemnation authority of the State Fire Marshal,31154
LB372,Crawford,Indefinitely postponed,Provide protections for employees with family care responsibilities under the Nebraska Fair Employment Practice Act,31576
LB373,Schumacher,Indefinitely postponed,Change and eliminate revenue and taxation provisions,31446
LB374,Schumacher,Indefinitely postponed,Provide an income tax credit for corporate income taxes paid and change sunset dates under the Nebraska Advantage Act,31201
LB375,Schumacher,Passed,Change provisions of the Credit Union Act,31545
LB376,Scheer,Passed,Donate property to the Northeast Community College Area,31472
LB377,Education Committee,Passed,Change provisions relating to classification of school districts,30677
LB378,McCollister,Indefinitely postponed,Appropriate funds to the Department of Correctional Services,30755
LB379,Harr,Passed,Create the Willa Cather Historical Building Cash Fund and provide for grants for and change provisions relating to the Willa Cather historical buildings,31124
LB380,Harr,Indefinitely postponed,"Change income tax rates, itemized deductions, and standard deductions",31412
LB381,Harr,Indefinitely postponed,Change provisions relating to jury sequestration,31594
LB382,Erdman,Passed,Change provisions relating to budget limitations for counties,30875
LB383,Quick,Passed,"Change membership provisions for certain municipal community redevelopment authorities, citizen advisory review committees, and planning commissions",31090
LB384,Lindstrom,Indefinitely postponed,Change the rate of interest to be charged on installment loans under the Nebraska Installment Loan Act,31521
LB385,Lindstrom,Indefinitely postponed,Change provisions relating to the burden of proof and who may appeal under the Tax Equalization and Review Commission Act,31354
LB386,Lindstrom,Indefinitely postponed,Change time period a licensee under the Delayed Deposit Services Licensing Act may hold a check,31638
LB387,Lindstrom,Indefinitely postponed,Change and eliminate provisions relating to various tax credit programs and economic development activities,31131
LB388,Lindstrom,Indefinitely postponed,Authorize remote electronic notarial acts,31390
LB389,Friesen,Indefinitely postponed,Adopt the Small Wireless Facilities Act,30897
LB390,Albrecht,Indefinitely postponed,Change provisions relating to flood protection and water quality enhancement bonds,31608
LB391,Watermeier,Indefinitely postponed,Provide requirements for use of injections and surgical procedures by optometrists,31302
LB392,Larson,Indefinitely postponed,Adopt the Wind Friendly Counties Act,31503
LB393,Larson,Indefinitely postponed,Provide for regulation of kickboxing,31596
LB394,Morfeld,Indefinitely postponed,Change provisions relating to possession of a deadly weapon by person subject to a domestic violence protection order,30845
LB395,Morfeld,Indefinitely postponed,Change provisions relating to conditions of and ability to post bail,31442
LB396,Morfeld,Indefinitely postponed,Change residency provisions relating to postsecondary educational institutions,30805
LB397,Wayne,Indefinitely postponed,Require application of the Nebraska Evidence Rules at parental termination hearings,31537
LB398,Wayne,Indefinitely postponed,Provide requirements for public school districts relating to swimming activities,31586
LB399,Wayne,Passed,Change provisions relating to housing commissions,30828
LB400,Hilkemann,Indefinitely postponed,Change provisions relating to motor vehicle fees and taxes,31561
LB401,Hilkemann,Indefinitely postponed,Change provisions relating to metabolic screening,31607
LB402,Hilkemann,Indefinitely postponed,Change provisions of the Nebraska Regulation of Health Professions Act,31261
LB403,Stinner,Withdrawn,"Change registration application, examination, and fee requirements under the Abstracters Act and provide for a duplicate certificate of authority",31491
LB404,Groene,Indefinitely postponed,Require a train crew of at least two individuals,31629
LB405,Baker,Indefinitely postponed,"Change provisions relating to DNA samples, DNA records, and thumbprints under the DNA Identification Information Act",30869
LB406,Kolterman,Passed,"Change provisions relating to notices of cancellation, nonrenewal, or nonpayment of premiums for insurance policies",31619
LB407,Pansing Brooks,Passed,Create and provide duties for the Whiteclay Public Health Emergency Task Force,31214
LB408,Lowe,Indefinitely postponed,Provide for a drug formulary under the Nebraska Workers' Compensation Act,31099
LB409,Groene,Passed,"Change the base limitation, local effort rate, and net option funding for school districts and the learning community transition aid calculation",31118
LB410,Smith,Indefinitely postponed,Change boundaries and number of public service commissioner districts and provide for the appointment and election of new commissioners as prescribed,30881
LB411,Bolz,Indefinitely postponed,Change Nebraska Juvenile Code provisions relating to placement of siblings,31067
LB412,Bolz,Indefinitely postponed,Provide duties for the state investment officer relating to investment in energy-related companies or funds,31557
LB413,Kolterman,Indefinitely postponed,Change a retirement application timeframe for judges and Nebraska State Patrol officers as prescribed and change supplemental lump-sum cost-of-living adjustments under the Judges Retirement Act,31620
LB414,Kolterman,Indefinitely postponed,Provide an employer contribution and a state contribution for judges' retirement as prescribed and change provisions relating to distribution and remittance of court fees,31639
LB415,Kolterman,Passed,Change provisions relating to certain retirement plans as prescribed,31622
LB415A,Kolterman,Passed,Appropriation Bill,33627
LB416,Vargas,Indefinitely postponed,Appropriate funds to the Department of Labor and make changes to uses of the Employment Security Administration Fund,30969
LB417,Riepe,Passed,Change and eliminate provisions relating to public health and welfare,31202
LB418,Briese,Indefinitely postponed,Update certain references to federal regulations regarding motor vehicles and motor carriers,30872
LB419,McCollister,Withdrawn,Change provisions relating to Military Honor Plates,31235
LB420,McCollister,Indefinitely postponed,Adopt the Fair Chance Hiring Act,31400
LB421,Murante,Indefinitely postponed,Change provisions of the Nebraska Political Accountability and Disclosure Act,31506
LB422,Murante,Indefinitely postponed,Change provisions of the Election Act ,31505
LB423,Murante,Indefinitely postponed,Change provisions relating to counties,31504
LB424,Ebke,Indefinitely postponed,Provide for earned time and discontinue use of good time in the Department of Correctional Services,31271
LB425,Crawford,Indefinitely postponed,Change and eliminate provisions relating to the Nurse Practitioner Practice Act,31381
LB426,Murante,Indefinitely postponed,Change expense reimbursement provisions for state officers and agencies,31127
LB427,Vargas,Passed,"Authorize schools and the State Department of Education to adopt policies relating to pregnant and parenting students, authorize training regarding such policies, and authorize  breastfeeding accommodations for student-parents",31231
LB428,Vargas,Indefinitely postponed,Require schools and the State Department of Education to adopt policies relating to pregnant and parenting students,31233
LB429,Wishart,Indefinitely postponed,Provide for virtual net metering,31350
LB430,Smith,Passed,Change powers and duties of the Department of Health and Human Services under the Radiation Control Act,31259
LB431,Erdman,Indefinitely postponed,Change provisions relating to cash reserves under the Nebraska Budget Act,31551
LB432,Erdman,Passed,Change provisions of the Nebraska Budget Act relating to allowances for delinquent taxes and anticipated litigation,31550
LB433,Ebke,Indefinitely postponed,Require a criminal history record information check for employees who have direct access to federal tax information,31624
LB434,Ebke,Indefinitely postponed,Change videoconferencing provisions relating to certain juvenile hearings,31645
LB435,Ebke,Indefinitely postponed,Change provisions relating to escape,31277
LB436,Ebke,Indefinitely postponed,Change the definition of employer to exclude franchisors for purposes of certain labor statutes,31330
LB437,Craighead,Indefinitely postponed,Change requirements for independent instrumentalities under the Taxpayer Transparency Act,31274
LB438,Howard,Indefinitely postponed,Increase cigarette and tobacco taxes as prescribed and provide for the distribution of funds,31270
LB439,Wishart,Passed,Change licensure and regulation provisions for assisted-living facilities,31546
LB440,Wishart,Indefinitely postponed,Provide immunity from criminal or civil liability for removal of an animal from a vehicle by forcible entry as prescribed,31490
LB441,Morfeld,Indefinitely postponed,Change eligibility provisions under the Medical Assistance Act,31194
LB442,Bolz,Indefinitely postponed,Create the Medical Assistance Managed Care Organization Oversight Committee,31031
LB443,Bolz,Indefinitely postponed,Adopt the Student Loan Repayment Tax Credit Act,30680
LB444,Walz,Passed,Prohibit cities and counties from canceling health insurance coverage for injured first responders as prescribed and include under the Nebraska Workers' Compensation Act frontline state employees with respect to personal injuries,31474
LB445,Chambers,Indefinitely postponed,Prohibit lobbyist-provided meals and beverages for legislators during session in the State Capitol,30939
LB446,Chambers,Indefinitely postponed,Eliminate the death penalty and change and eliminate provisions relating to sentencing,31497
LB447,Chambers,Indefinitely postponed,Change penalty provisions relating to criminal conspiracy and certain drug-related offenses,30937
LB447A,Chambers,Indefinitely postponed,Appropriation Bill,32244
LB448,Chambers,Indefinitely postponed,Eliminate provisions relating to the hunting of mountain lions,30935
LB449,Chambers,Governor Veto,Repeal the Black-Tailed Prairie Dog Management Act,30936
LB450,Chambers,Indefinitely postponed,Adopt the Patient Choice at End of Life Act,30934
LB451,Murante,Passed,Change various provisions relating to elections as prescribed,31477
LB452,Lindstrom,Indefinitely postponed,Impose sales tax on services and change income tax rates and personal exemption amounts,31478
LB453,Lindstrom,Indefinitely postponed,Change provisions relating to income tax adjustments for social security benefits,31117
LB454,Lindstrom,Indefinitely postponed,Allow credit unions to opt out of licensing loan officers,31647
LB455,Quick,Passed,Update references to the National Electrical Code,31642
LB456,Briese,Indefinitely postponed,Provide for supportive services for disabled parents in family and dependency matters,31646
LB457,Briese,Indefinitely postponed,Change exceptions to school district levy and budget exceptions for voluntary termination agreements,31531
LB458,Harr,Passed,Change provisions relating to the County Purchasing Act,31669
LB459,Smith,Indefinitely postponed,Change provisions relating to governance of the statewide one-call notification center and provide for the establishment of best practices,31097
LB460,Smith,Indefinitely postponed,Change provisions regulating the transportation of clients of the Department of Health and Human Services and other authorized agencies as prescribed,31280
LB461,Smith,Indefinitely postponed,Correct references to a federal act in a revenue statute,31598
LB462,Smith,Indefinitely postponed,Correct provisions relating to the streamlined sales and use tax agreement,31600
LB463,Watermeier,Passed,Change a provision relating to appointment to certain cemetery boards,31721
LB464,Watermeier,Passed,"Provide notice to and duties for the Secretary of State regarding adoption, amendment, or repeal of a rule or regulation",31654
LB465,Watermeier,Indefinitely postponed,Appropriate funds to the State Department of Education,31363
LB466,Brasch,Indefinitely postponed,Change credentialing and regulation of nurse-midwives,31130
LB467,Krist,Indefinitely postponed,Change provisions relating to certain tax incentive programs,31632
LB468,Krist,Indefinitely postponed,Change revenue and taxation provisions,31590
LB469,Larson,Indefinitely postponed,Adopt the Fantasy Contests Act ,31319
LB469A,Larson,Indefinitely postponed,Appropriation Bill,32220
LB470,Larson,Indefinitely postponed,"Change provisions of the Nebraska County and City Lottery Act relating to the manner of play of keno, use of electronic tickets, and authorized methods of payment ",30670
LB471,Kolowski,Indefinitely postponed,Provide for enforcement of the prohibition against using a handheld wireless communication device as a primary action,31203
LB472,Bostelman,Passed,Change provisions relating to signs and advertising on highways,30930
LB473,Walz,Indefinitely postponed,Require rest periods for employees,31547
LB474,Baker,Indefinitely postponed,Require insurance coverage for synchronizing prescription medications,31266
LB475,Schumacher,Indefinitely postponed,Change the application deadline under the Nebraska Job Creation and Mainstreet Revitalization Act,31064
LB476,Hilgers,Passed,Change provisions relating to domestication of foreign corporations and the effect on original incorporation dates,31175
LB477,McCollister,Indefinitely postponed,Prohibit certain unlawful acts as prescribed relating to the Weights and Measures Act,31452
LB478,Groene,Passed,Provide for possession of archery equipment and knives for recreational purposes,31192
LB479,Groene,Indefinitely postponed,Change public hearing  provisions and redefine a term under the Nebraska Budget Act,30759
LB480,McCollister,Passed,Provide requirements relating to health insurance policies and coverage for insureds in temporary jail custody,31405
LB481,Kuehn,Passed,Provide for drug product selection for interchangeable biological products,31110
LB482,Smith,Indefinitely postponed,Adopt the Government Neutrality in Contracting Act,31240
LB483,Hilgers,Indefinitely postponed,Provide a rules of procedure exemption for the Public Service Commission,31210
LB484,Kolowski,Indefinitely postponed,Create the School Financing Review Commission,31151
LB485,Pansing Brooks,Indefinitely postponed,Create Chief Standing Bear and Indigenous Leaders' Day,31215
LB486,Kolterman,Passed,Change continuing education requirements for insurance licensees,31301
LB487,Morfeld,Passed,Provide and change immunity provisions relating to naloxone and asthma and allergic reactions and change provisions of the Uniform Controlled Substances Act,30803
LB488,Groene,Indefinitely postponed,Adopt the Water Conservation Grant Act,31069
LB489,Groene,Indefinitely postponed,Redefine development project under the Community Development Law,31657
LB490,Walz,Indefinitely postponed,Adopt the College Choice Grant Program Act,30785
LB491,McCollister,Indefinitely postponed,Create the offense of fraudulent misrepresentation of a service animal and provide penalties,31526
LB492,Harr,Passed,Adopt the Self-Service Storage Facilities Act and authorize certain liens,31581
LB493,Krist,Indefinitely postponed,Appropriate funds to maintain the Network of Care,31742
LB494,Briese,Indefinitely postponed,Provide for withholding public records relating to energy infrastructure,31710
LB495,Riepe,Indefinitely postponed,Change provisions relating to developmental disabilities,31254
LB496,Stinner,Passed,Change and provide requirements for redevelopment projects under the Community Development Law,31530
LB497,Brewer,Passed,Change references to a federal form relating to veterans,31053
LB498,Brewer,Indefinitely postponed,Change provisions relating to transfer of homestead exemptions,31697
LB499,Brewer,Indefinitely postponed,Provide for voluntary registration and duties for the Department of Agriculture under the Nebraska Apiary Act as prescribed,31699
LB500,Brewer,Indefinitely postponed,Authorize the carrying of concealed handguns by qualified active and retired law enforcement officers,31696
LB501,Brewer,Indefinitely postponed,Change prohibition on locations where permitholder may carry a concealed weapon,31694
LB502,Brewer,Indefinitely postponed,Adopt the Permitless Concealed Carry Act,31693
LB503,Brewer,Indefinitely postponed,Prohibit certain provisions in collective-bargaining agreements,31698
LB504,Brewer,Indefinitely postponed,Provide for a moratorium on industrial development of wind energy projects and for a task force study as prescribed,31700
LB505,Brewer,Indefinitely postponed,Adopt the Refugee Resettlement Notification Act,31384
LB506,Albrecht,Passed,Adopt the Compassion and Care for Medically Challenging Pregnancies Act and provide duties for the State Child and Maternal Death Review Team,31399
LB507,Albrecht,Indefinitely postponed,Eliminate the Farm Labor Contractors Act,31555
LB508,Hilgers,Passed,Change population threshold for the county civil service system and change provisions relating to personnel policy boards and boards of county commissioners,31242
LB509,Ebke,Passed,"Change and eliminate provisions relating to subpoenas, witness fees, and compulsory process as prescribed",31611
LB509A,Ebke,Passed,Appropriation Bill,32545
LB510,Ebke,Indefinitely postponed,Provide a restriction on installment contracts for the purchase of real or personal property by political subdivisions,31653
LB511,Education Committee,Indefinitely postponed,Change provisions for payment of educational costs for state wards and students in residential settings,31453
LB512,Education Committee,Passed,Change provisions related to education,31549
LB512A,Groene,Passed,Appropriation Bill,33595
LB513,Hilkemann,Indefinitely postponed,Appropriate funds to provide a base rate increase for certain hospital services as prescribed,31703
LB514,Bolz,Indefinitely postponed,State intent to appropriate funds for a Justice Reinvestment Initiative Coordinator,31747
LB515,Bolz,Indefinitely postponed,Create the Nebraska Integrated Education and Training Grant Program,31554
LB516,Pansing Brooks,Indefinitely postponed,Change provisions relating to a report on juvenile facilities,31683
LB517,Pansing Brooks,Passed,Change provisions regarding transfer of property upon death,31396
LB518,Williams,Passed,Adopt the Rural Workforce Housing Investment Act and transfer funds from the Affordable Housing Trust Fund,31500
LB518A,Williams,Passed,Appropriation Bill,32651
LB519,Hansen,Passed,Change Employment Security Law provisions relating to employers' experience and reimbursement accounts,31614
LB520,Hansen,Indefinitely postponed,Require notification when persons prohibited by state or federal law obtain a handgun or concealed carry permit,31597
LB521,Walz,Indefinitely postponed,Change provisions related to early childhood education in the Tax Equity and Educational Opportunities Support Act,31650
LB522,Walz,Indefinitely postponed,Change Nebraska Telecommunications Universal Service Fund provisions,31660
LB523,Walz,Indefinitely postponed,Change provisions relating to financial assistance from the Nebraska Internet Enhancement Fund,31659
LB524,Walz,Indefinitely postponed,Appropriate funds to supplement financial assistance from the Nebraska Internet Enhancement Fund,31658
LB525,Morfeld,Indefinitely postponed,Change distribution provisions related to the Education Innovation Fund,31743
LB526,Morfeld,Indefinitely postponed,"Change provisions relating to debtor's rights, garnishment, attachment, and other debt collection procedures",31050
LB527,Morfeld,Indefinitely postponed,Provide for subpoena of records in certain cases,31702
LB528,Harr,Indefinitely postponed,Change provisions relating to the New Markets Job Growth Investment Act,31583
LB529,Harr,Indefinitely postponed,Authorize county courts sitting as probate courts in cases of guardianship to authorize abortions in judicial by-pass cases,31649
LB530,Harr,Indefinitely postponed,Change requirements for providing information to the Legislative Fiscal Analyst and provide for withholding appropriations,31711
LB531,Harr,Indefinitely postponed,Change sales tax collection fees for motor vehicles,31764
LB532,Kolterman,Indefinitely postponed,Change provisions relating to a military service credit for certain retirement plans as prescribed,31671
LB533,Vargas,Indefinitely postponed,Require liability insurance for and restrict locations of underground enhanced recovery injection wells and wastewater disposal wells,31306
LB534,Vargas,Indefinitely postponed,Provide for a housing coordinator within the Department of Health and Human Services,31011
LB535,Hughes,Passed,Change requirements for instruments and statements filed with the register of deeds,31595
LB536,Hughes,Indefinitely postponed,Clarify disbursement provisions for natural resources districts,31636
LB537,Hughes,Indefinitely postponed,Provide for drug screening for applicants and recipients of cash assistance,31621
LB538,Wishart,Indefinitely postponed,Appropriate funds for Legal Education for Public Service and Rural Practice Loan Repayment Assistance,31643
LB539,Krist,Passed,Change the Office of Inspector General of the Nebraska Correctional System Act,31248
LB540,Stinner,Indefinitely postponed,Provide for a temporary aid adjustment factor in the Tax Equity and Educational Opportunities Support Act,31518
LB541,Quick,Indefinitely postponed,"Change provisions of the Nebraska Lottery and Raffle Act relating to gross proceeds restrictions, special permits, and prize percentages",31722
LB542,Kuehn,Indefinitely postponed,Provide for liens and recovery of debt incurred under the Medical Assistance Act,30884
LB543,Watermeier,Indefinitely postponed,Change provisions relating to applications and reporting requirements under the Nebraska Advantage Act,31677
LB544,Watermeier,Indefinitely postponed,Provide for elimination of the office of clerk of the district court as prescribed,31603
LB545,Watermeier,Indefinitely postponed,Provide for fund transfers relating to the Property Tax Credit Cash Fund,31745
LB546,Watermeier,Indefinitely postponed,Change the Nebraska Advantage Act,31602
LB547,Watermeier,Indefinitely postponed,State legislative findings and change provisions relating to eminent domain and review by the Nebraska Power Review Board ,31572
LB548,Lindstrom,Indefinitely postponed,Provide for the consolidation of the Class V school employees' retirement system and the School Employees Retirement System of the State of Nebraska,31725
LB549,Lindstrom,Indefinitely postponed,Eliminate requirement under the Nebraska Real Estate License Act that broker trust accounts be non-interest-bearing,31679
LB550,Lindstrom,Indefinitely postponed,Change provisions relating to the Comprehensive Health Insurance Pool,31321
LB551,Walz,Indefinitely postponed,Change qualifications for certain real property appraiser credentials,31525
LB552,Walz,Indefinitely postponed,Provide for the Children's Connection program,31457
LB553,Lowe,Indefinitely postponed,Provide for a nonelection of coverage under the Nebraska Workers' Compensation Act,31558
LB554,Smith,Indefinitely postponed,"Provide for a financial transparency web site for schools, school districts, and educational service units",31748
LB555,Smith,Indefinitely postponed,Change and eliminate provisions of the Tax Equalization and Review Commission Act,31688
LB556,Halloran,Indefinitely postponed,Change provisions relating to firearms and create the offenses of use of a facsimile or nonfunctioning firearm to commit a felony and possession of a firearm by a prohibited juvenile offender,31244
LB557,Harr,Indefinitely postponed,Adopt the Great Opportunities Nebraska Act,31532
LB558,Schumacher,Passed,Define the term knife for certain provisions of the criminal code,31575
LB559,Schumacher,Indefinitely postponed,Prohibit the collection of interchange fees on specified taxes and fees relating to electronic payment transactions,31265
LB560,Schumacher,Indefinitely postponed,Change restrictive housing and inmate discipline provisions,31680
LB561,Schumacher,Indefinitely postponed,Create the Taxpayer Investment Program,31759
LB562,McCollister,Indefinitely postponed,Require a monthly report from the Department of Correctional Services as prescribed,31706
LB563,McCollister,Indefinitely postponed,Impose sales tax on certain services and eliminate certain sales tax exemptions,31707
LB564,McCollister,Indefinitely postponed,Adopt the Nebraska Main Street Fairness Act,31684
LB565,McCollister,Indefinitely postponed,Require the posting of tax incentive information under the Taxpayer Transparency Act,31397
LB566,Natural Resources Committee,Passed,Adopt the Interstate Wildlife Violator Compact and change other penalties and fines under the Game Law,31719
LB567,Bolz,Indefinitely postponed,Change funding for county public assistance offices,31243
LB568,Erdman,Indefinitely postponed,Change provisions related to temporary teaching certificates,31740
LB569,Friesen,Indefinitely postponed,Establish the Community College Task Force and sunset community college levies,31637
LB570,Friesen,Indefinitely postponed,Provide a property tax exemption for all tangible personal property,31617
LB571,Friesen,Indefinitely postponed,Change state aid for education relating to allocated income tax funds,31501
LB572,Friesen,Indefinitely postponed,Provide termination dates for the Property Tax Credit Act and the Tax Equity and Educational Opportunities Support Act and change application deadlines under the Nebraska Advantage Act,31746
