Document,Primary Introducer,Status,Description,Document ID
LB1013,Gay,Indefinitely postponed,Adopt the Higher Education Academic Scholarship Program Act,3489
LB1014,Ashford,Passed,Change provisions relating to courts,3668
LB1014A,Ashford,Passed,Appropriations bill,4916
LB1015,Nantkes,Indefinitely postponed,Change contributory negligence provisions,3904
LB1016,Lathrop,Indefinitely postponed,Adopt the Proper Employee Classification Act,4030
LB1017,Raikes,Indefinitely postponed,Change tax levy provisions relating to risk management pools,4063
LB1018,Synowiecki,Indefinitely postponed,Adopt the Children's Behavioral Health Transformation and Prioritization Appropriations Act,4029
LB1019,Business and Labor Committee,Passed,Provide for payment of claims against the state,3847
LB1020,Business and Labor Committee,Indefinitely postponed,Disapprove certain claims against the state,3770
LB1021,Raikes,Indefinitely postponed,Change provisions relating to the enrollment option program,4067
LB1022,Hansen,Passed,Adopt the Veterinary Drug Distribution Licensing Act,3912
LB1023,Friend,Indefinitely postponed,Change tax levy authority of educational service units which have school districts which are members of a learning community,3786
LB1024,Karpisek,Indefinitely postponed,Provide for listings maintained by the Secretary of State to facilitate filings and service of process under the Political Subdivisions Tort Claims Act,3905
LB1025,McGill,Indefinitely postponed,Change domestic assault sentencing and protection order provisions,3906
LB1026,Rogert,Indefinitely postponed,Change tax-exempt status of housing agency property,3914
LB1027,Erdman,Passed,Provide a personal property tax exemption under the Beginning Farmer Tax Credit Act,3884
LB1027A,Erdman,Passed,Appropriations bill,5553
LB1028,Pankonin,Indefinitely postponed,Change the Securities Act of Nebraska to regulate certain branch office operations and prohibit certain fraudulent activities,4039
LB1029,Fulton,Indefinitely postponed,Provide for contract rates for foster care services,3909
LB1030,Nantkes,Indefinitely postponed,Change filing deadlines for candidates for Class IV school boards,3647
LB1031,Ashford,Indefinitely postponed,Change confidentiality provisions relating to researchers and auditors accessing adult and child protective services records ,3799
LB1032,Rogert,Indefinitely postponed,Prohibit acts relating to ticket scalping,3462
LB1033,Synowiecki,Indefinitely postponed,Change provisions of the Nebraska Advantage Rural Development Act,3385
LB1034,Louden,Indefinitely postponed,Designate the Nebraska Expressway System,3969
LB1035,Louden,Indefinitely postponed,Provide funds for expressways and designate the Nebraska Expressway System,3970
LB1036,Raikes,Indefinitely postponed,Change tax levy provisions relating to school safety and health modifications or qualified zone academy bonds ,4089
LB1037,Janssen,Indefinitely postponed,Change income and sales and use tax rates,3582
LB1038,Janssen,Indefinitely postponed,Change an income tax adjustment relating to interest and dividends,3721
LB1039,Janssen,Indefinitely postponed,Create a task force and provide duties relating to agricultural land valuation,4071
LB1040,Louden,Indefinitely postponed,"Impose a tax on ethanol production, terminate an excise tax, and change funding for the Water Resources Cash Fund",4043
LB1041,Christensen,Indefinitely postponed,Protect certain water purchased or leased for river-flow enhancement purposes,3806
LB1042,Howard,Indefinitely postponed,Adopt the Resale of Tickets to Entertainment Events Act and provide penalties,3760
LB1043,Aguilar,Indefinitely postponed,Adopt the Security Services Act,3896
LB1044,Raikes,Indefinitely postponed,Create and provide duties for the State Fair Future Commission ,4076
LB1045,Pankonin,Passed,Change provisions relating to coverage changes in property and casualty and automobile liability policies,3689
LB1046,Burling,Indefinitely postponed,Change application limits under the Nebraska Advantage Rural Development Act,4026
LB1047,Fulton,Indefinitely postponed,Change provisions relating to reimbursement of travel expenses by the state,4110
LB1048,Nantkes,Passed,Provide for issuance of birth certificates for stillbirths,4074
LB1048A,Nantkes,Passed,Appropriations bill,5124
LB1049,Erdman,Passed,Change membership provisions for the Game and Parks Commission,3533
LB1050,Erdman,Indefinitely postponed,Change the structure of the Game and Parks Commission and provide for an advisory board,3536
LB1051,Heidemann,Indefinitely postponed,Change provisions regarding mowing and tree trimming along county roads,4064
LB1052,Ashford,Indefinitely postponed,Appropriate funds to the Department of Economic Development,4115
LB1053,Erdman,Indefinitely postponed,Create a production incentive for biodiesel production,3416
LB1054,Karpisek,Indefinitely postponed,Create the offense of unlawful sexual intercourse,3389
LB1055,McDonald,Passed,"Change provisions relating to animal abuse, dogs running at large, and dangerous dogs ",3823
LB1056,Erdman,Passed,Adopt the First-Class City Merger Act,3386
LB1057,Howard,Indefinitely postponed,Adopt the Common Schools Facilities Equalization Aid Act,3599
LB1058,McDonald,Passed,Rename and change powers and duties of the State Advisory Committee on Problem Gambling and Addiction Services,3768
LB1059,Lautenbaugh,Indefinitely postponed,Change deer hunting provisions and provide for donation of deer to food banks,3761
LB1060,Fulton,Indefinitely postponed,Appropriate funds to the University of Nebraska for planning and design of a Lincoln  Division College of Nursing facility ,3864
LB1061,Louden,Indefinitely postponed,"Provide for fees, rebates, and grants relating to electronic equipment recycling",3843
LB1062,Karpisek,Indefinitely postponed,Change election recount provisions,4144
LB1063,Chambers,Indefinitely postponed,Change a penalty from death to life imprisonment without possibility of parole,4072
LB1064,Kopplin,Indefinitely postponed,Provide for Legion of Merit license plates,3828
LB1065,Louden,Indefinitely postponed,Provide for customer-generators of electricity,4163
LB1066,Louden,Indefinitely postponed,Change provisions relating to special generation applications before the Nebraska Power Review Board,4124
LB1067,Aguilar,Passed,Change provisions allocating election costs to political subdivisions,3648
LB1068,Louden,Passed,Create the road classification of remote residential road and require a public transportation report,3805
LB1069,Dubas,Indefinitely postponed,Change provisions governing railroad companies blocking certain railroad crossings,4122
LB1070,Dubas,Indefinitely postponed,Provide for a child placement resources form for a child placed with the Department of Health and Human Services,3918
LB1071,Karpisek,Indefinitely postponed,Impose an excise tax on wire transfers,3889
LB1072,Friend,Passed,Change the State Natural Gas Regulation Act,3688
LB1073,Pahls,Indefinitely postponed,Adopt the Nebraska Construction Prompt Pay Act,4025
LB1074,Nantkes,Indefinitely postponed,Provide requirements for owners and certified operators of swimming pools,4057
LB1075,Lathrop,Indefinitely postponed,Appropriate funds to the Board of Regents of the University of Nebraska to provide support for the Nebraska Regional Poison Center,4078
LB1076,Rogert,Indefinitely postponed,Prohibit additional restrictions on firearms and ammunition,3845
LB1077,Rogert,Indefinitely postponed,Provide for collection of DNA samples upon arrest for certain offenses,4131
LB1078,Pirsch,Indefinitely postponed,Provide name change court orders to child abuse and sex offender registries,4139
LB1079,Raikes,Indefinitely postponed,Exclude a portion of legal expenses from the definition of general fund operating expenditures in the Tax Equity and Educational Opportunities Support Act,4165
LB1080,Raikes,Indefinitely postponed,Change tax levy provisions relating to school districts,4173
LB1081,Raikes,Indefinitely postponed,Change budget limits of educational service units,4138
LB1082,Cornett,Indefinitely postponed,Amend the Nebraska Workers' Compensation Act to redefine injury and personal injuries ,4125
LB1083,Raikes,Indefinitely postponed,"Change tax levy and funding provisions for school districts, school districts that are members of learning communities, and educational service units ",4137
LB1084,Flood,Indefinitely postponed,Change provisions relating to assault on an officer,4162
LB1085,Flood,Indefinitely postponed,Change Parenting Act and other domestic relations provisions,4188
LB1086,Lautenbaugh,Indefinitely postponed,"Change workers' compensation provisions relating to third-party claims, subrogation, and settlement",3859
LB1087,Dierks,Indefinitely postponed,Change proof of ownership requirements pending motor vehicle registration,4183
LB1088,Dierks,Indefinitely postponed,Eliminate limits on tax credits under the Nebraska Advantage Microenterprise Tax Credit Act,4184
LB1089,Dierks,Indefinitely postponed,"Annul orders of the State Committee for the Reorganization of School Districts pursuant to Laws 2005, LB 126",3743
LB1090,Lathrop,Indefinitely postponed,Change insurance provisions relating to underinsured motorist coverage,3903
LB1091,Gay,Indefinitely postponed,Provide for private entrances and exits on expressways,4037
LB1092,Harms,Indefinitely postponed,Require seat belts on certain school buses,3692
LB1093,Harms,Indefinitely postponed,Appropriate funds to the Department of Economic Development,3713
LB1094,Carlson,Passed,Provide for payment to certain water rights holders pursuant to forbearance contracts and change provisions relating to river-flow enhancement bonds,3728
LB1094A,Carlson,Passed,Appropriations bill,4804
LB1095,Aguilar,Indefinitely postponed,Change provisions relating to the extension of natural gas mains under the State Natural Gas Regulation Act,4180
LB1096,Friend,Passed,"Provide for the hiring of a fire chief in certain cities of the first class, change volunteer department trust fund provisions, and adopt the Volunteer Emergency Responders Job Protection Act",4178
LB1097,Pahls,Indefinitely postponed,Authorize federal law enforcement agencies to obtain undercover drivers' licenses and license plates,3452
LB1098,Hudkins,Indefinitely postponed,Change tax levy provisions for rural and suburban fire protection districts,4098
LB1099,Hudkins,Withdrawn,Adopt the Electrical Power Plant Siting Act and the Electric Transmission Line Siting Act,4105
LB1100,Adams,Indefinitely postponed,Adopt the Quality Education Trust Act,3771
LB1101,Friend,Indefinitely postponed,Provide financing information requirements for redevelopment plans under the Community Development Law,4181
LB1102,Friend,Indefinitely postponed,Provide requirements for infrastructure system replacement mechanisms under the State Natural Gas Regulation Act,4177
LB1103,Karpisek,Passed,Change provisions relating to sale of farm winery wines,4147
LB1104,Fulton,Indefinitely postponed,Provide for unlawful billing practices under the Uniform Credentialing Act,3705
LB1105,Fulton,Indefinitely postponed,Provide for confidentiality of certain workers' compensation court documents and information,3860
LB1106,Pirsch,Indefinitely postponed,Create offense of intimidation by electronic communication device,3644
LB1107,Synowiecki,Indefinitely postponed,Provide for problem-solving courts,4175
LB1108,Erdman,Passed,Change licensure and practice provisions for mental health practitioners,3962
LB1109,Erdman,Indefinitely postponed,Change provisions relating to allocation of the cigarette tax,3324
LB1110,Erdman,Indefinitely postponed,Adopt the Property Tax Review Court Act and repeal the Tax Equalization and Review Commission Act,3707
LB1111,Erdman,Indefinitely postponed,Change membership of the Tax Equalization and Review Commission,3834
LB1112,Erdman,Indefinitely postponed,"Provide campaign contribution limits, change reporting requirements, and repeal the Campaign Finance Limitation Act",3872
LB1113,Erdman,Indefinitely postponed,Create the Family Farm Policy Advisory Council,3833
LB1114,Erdman,Indefinitely postponed,Require a vote of the people to approve county fairground bonds,3357
LB1115,Erdman,Indefinitely postponed,Change Nebraska State Fair Board membership,3356
LB1116,Erdman,Passed,Provide for Nebraska State Fair relocation and a fair relocation plan and change membership on the Nebraska State Fair Board,3793
LB1116A,Erdman,Passed,Appropriations bill,5707
LB1117,Pedersen,Indefinitely postponed,Change homeowners' association requirements in sanitary and improvement districts,4182
LB1118,Pedersen,Indefinitely postponed,Require filing of additional budget and tax levy information,3818
LB1119,Johnson,Indefinitely postponed,Appropriate funds to the Department of Health and Human Services,4093
LB1120,Johnson,Indefinitely postponed,Change exemption provisions under the Nebraska Health Care Certificate of Need Act,3346
LB1121,Johnson,Indefinitely postponed,Adopt the Medicaid Insurance for Workers with Disabilities Act,3614
LB1122,Johnson,Indefinitely postponed,Change dental coverage provisions under the medical assistance program,4104
LB1123,Johnson,Indefinitely postponed,Change membership on the Children's Behavioral Task Force,3981
LB1124,Engel,Indefinitely postponed,Provide for mobile home health and safety standards,3849
LB1125,Adams,Indefinitely postponed,Change provisions relating to early childhood education endowment funds,4140
LB1126,White,Indefinitely postponed,Exempt documents prepared by court reporters and copies of medical records from sales and use taxes,4142
LB1127,Christensen,Indefinitely postponed,Change permitted uses of the Water Resources Cash Fund,3950
LB1128,Ashford,Indefinitely postponed,Change tenancy termination provisions under the Nebraska Housing Agency Act,4048
LB1129,Flood,Indefinitely postponed,Change provisions relating to highway planning,4160
LB1130,Synowiecki,Indefinitely postponed,Provide for the merger of adult probation and parole services,4086
LB1130A,Synowiecki,Indefinitely postponed,Appropriations bill,5673
LB1131,Christensen,Indefinitely postponed,Authorize a collection fee for collection of a natural resources district occupation tax,4032
LB1132,Christensen,Indefinitely postponed,Change provisions relating to river-flow enhancement bonds,4126
LB1133,Karpisek,Indefinitely postponed,Appropriate funds to the Public Employees Retirement Board,4145
LB1134,Langemeier,Indefinitely postponed,Redefine animal life for sales and use tax purposes,4148
LB1135,Rogert,Indefinitely postponed,Prohibit certain regulatory actions against student-athletes,4155
LB1136,Rogert,Indefinitely postponed,Change requirement of and purpose for county classification,4132
LB1137,Preister,Indefinitely postponed,Change provisions relating to new wind energy projects and a sales and use tax exemption,3584
LB1138,Dierks,Indefinitely postponed,Change approval provisions relating to electric generation facilities,3638
LB1139,Johnson,Indefinitely postponed,Transfer money from the cash reserve to fund road construction,4209
LB1140,Pedersen,Indefinitely postponed,Exempt social security and government retirement benefits from income tax as prescribed,4050
LB1141,Schimek,Indefinitely postponed,Provide for evaluation of students attending schools which elect not to meet state accreditation or approval requirements,3709
LB1142,Johnson,Indefinitely postponed,Provide for postsecondary education subsidy court orders for child support,3943
LB1143,Synowiecki,Indefinitely postponed,Provide duties to the Nebraska Investment Council,4119
LB1143A,Synowiecki,Indefinitely postponed,Appropriations bill,4870
LB1144,McGill,Indefinitely postponed,Change the Delayed Deposit Services Licensing Act,3929
LB1145,Louden,Passed,Change dates relating to expenditures from the Petroleum Release Remedial Action Cash Fund,3953
LB1146,Nebraska Retirement Systems Committee,Indefinitely postponed,Redefine compensation in the School Employees Retirement Act,3763
LB1147,Nebraska Retirement Systems Committee,Passed,Change provisions relating to retirement and the Nebraska Investment Council,3565
LB1147A,Synowiecki,Passed,Appropriations bill,5727
LB1148,Schimek,Withdrawn,Prohibit certain pig confinement,3921
LB1149,Johnson,Withdrawn,Provide funding for behavioral health workforce development,3924
LB1150,Langemeier,Indefinitely postponed,Appropriate funds to the Department of Natural Resources,3985
LB1151,Raikes,Indefinitely postponed,Change provisions relating to distance education and telecommunications,3507
LB1152,Raikes,Indefinitely postponed,Provide for a special education allowance within the Tax Equity and Educational Opportunities Support Act,4136
LB1153,Raikes,Passed,Provide for certificates of attendance for special education students and change provisions relating to early childhood education funding,4121
LB1154,Raikes,Passed,"Change provisions relating to learning communities, schools, educational service units, and job training grants",4066
LB1154A,Raikes,Governor Veto,Appropriations bill,5628
LB1155,Raikes,Indefinitely postponed,Change provisions relating to teacher certification,4107
LB1156,Synowiecki,Indefinitely postponed,Adopt the Nebraska Sports Tourism Advantage Act,4141
LB1157,Raikes,Passed,Change provisions relating to the statewide system for assessment and reporting of student learning,4006
LB1157A,Raikes,Passed,Appropriations bill,5068
LB1158,Ashford,Indefinitely postponed,"Provide economic development grants for private, nonprofit organizations in high-poverty areas",3999
LB1159,Ashford,Indefinitely postponed,"Change provisions relating to truancy and parenting plans, authorize citations issued to parents, and provide for mediation",3813
LB1160,Ashford,Indefinitely postponed,Change Nebraska Juvenile Code jurisdiction and jurisdiction determination provisions and provide for facilitated conferencing,3814
LB1161,Karpisek,Indefinitely postponed,Appropriate funds to the Department of Natural Resources,4164
LB1162,Lautenbaugh,Passed,Remove statutory minimum fees under the Game Law,4193
LB1163,Lautenbaugh,Indefinitely postponed,Require tanning facilities to post warning signs and obtain and maintain consumers' signatures,3816
LB1164,Lautenbaugh,Indefinitely postponed,Adopt the Wildlife Damage Act,4154
LB1165,Nelson,Passed,Provide for transfers of funds to the Nebraska Cultural Preservation Endowment Fund,4080
LB1166,Nelson,Indefinitely postponed,Provide for the extension of the corporate limits of a city of the metropolitan class into an adjoining county,4157
LB1167,Pedersen,Indefinitely postponed,Provide for a statewide 24/7 sobriety program,3783
LB1168,Hudkins,Indefinitely postponed,Direct the use of funds previously appropriated to the Department of Health and Human Services,4149
LB1169,White,Indefinitely postponed,Authorize health care assistance for certain veterans of Operation Enduring Freedom and Operation Iraqi Freedom,3933
LB1170,White,Indefinitely postponed,Create a cause of action against employers of illegal immigrants,4208
LB1171,Dierks,Indefinitely postponed,Adopt the Agricultural Commodities Protection Act,4210
LB1172,Dierks,Passed,Adopt the Food Supply Animal Veterinary Incentive Program Act,3430
LB1172A,Dierks,Passed,Appropriations bill,5416
LB1173,Dierks,Indefinitely postponed,Provide for certification of animal therapists,4081
LB1174,Dierks,Indefinitely postponed,Restrict entity ownership of agricultural land and farm and ranch operations ,4042
LB1175,White,Indefinitely postponed,Change income tax withholding provisions,4092
LB1176,Dubas,Indefinitely postponed,Change provisions relating to medicaid benefits and departmental reports,4219
LR1,Stuthman,,Congratulate the Lindsay Holy Family High School Boys' Cross Country Team for winning the Class D state championship,6245
LR2,Heidemann,,Congratulate Thomas Wilson Hall for earning the rank of Eagle Scout,6266
LR3,Heidemann,,Congratulate Matthew Willaert Wallen for earning the rank of Eagle Scout,6265
LR4,Stuthman,,Congratulate the Columbus Scotus Central Catholic High School volleyball team for winning the Class C-1 state championship,6279
LR5,Harms,,Congratulate the Scottsbluff High School girls' cross country team for winning the Class B state championship,6283
LR6,Harms,,Congratulate the Scottsbluff High School girls' golf team for winning the Class B state championship,6181
LR7,Schimek,,Extend sympathy to the family of former State Senator Bernice Labedz,6296
LR8,Gay,,"Congratulate the Papillion La Vista High School girls' volleyball team for winning the Class A state championship
",6297
LR9,Christensen,,Congratulate Dallas J. McMurtrey for earning the rank of Eagle Scout,6304
LR10,Dierks,,Congratulate the Ewing High School girls' volleyball team for winning the Class D-2 state championship,6303
LR11,Stuthman,,Congratulate the Howells High School football team for winning the Class D-1 state championship,6280
LR220CA,Kopplin,Indefinitely postponed,Constitutional amendment to authorize different property tax treatment of residential property,3857
LR221,Fulton,,Interim study to examine implementation of a statewide stroke registry,3873
LR222,Pirsch,,Congratulate Boys Town on its 90th anniversary,3681
LR223,Avery,,Urge the Secretary of the Treasury to select Standing Bear as one of the designs for the reverse of the Native American $1 coin,3505
LR224,Fulton,,Encourage law enforcement agencies in Nebraska to enter into a Memoranda of Agreement with the Secretary of Homeland Security to perform immigration law enforcement functions,3498
LR225CA,Karpisek,Indefinitely postponed,Constitutional amendment to require manually counted paper ballots at elections,3891
LR226,Fulton,,Recognize the Coalition for Older Adult Health Promotion for its achievements,3427
LR227,Fulton,,"Recognize ""The Caregiver Chicks"" for their dedication and achievements in support of Nebraska's family caregivers",3992
LR228,Karpisek,,Congratulate the Crete High School Football team for winning the 2007 Class B state football championship,3539
LR229CA,McDonald,Delivered to Governor,Constitutional amendment to change the powers of municipalities relating to fund sources for economic or industrial development,4068
LR230CA,Pedersen,Indefinitely postponed,Constitutional amendment to permit exemption of the increased value of a homestead from taxation,3829
LR231CA,Erdman,Introduction,Constitutional amendment to create a property tax appellate court and eliminate the Tax Equalization and Review Commission,3348
LR232,Flood,,Authorize the Transportation and Telecommunications Committee to review the uncompleted segments of the 1988 expressway plan,4205
LR233CA,Christensen,Hearing,"Constitutional amendment to prohibit discrimination or preferential treatment by the state, state agencies, and political subdivisions",4056
LR234,Chambers,,Retrocede jurisdiction over the Omaha Indian Reservation,4077
LR235,Flood,,Extend appreciation and congratulations to the honorees for their service to the State of Nebraska,4290
LR236,McGill,,Congratulate Matthew Scott for earning the rank of Eagle Scout,4354
LR237,Heidemann,,Recognize the Orphan Grain Train for its fifteen years of bringing relief to people in need worldwide,4421
LR238,Kruse,,"Commend the ""Divided We Fail"" effort to address access to health care and long-term financial security with individuals, businesses, health care providers, nonprofit organizations, and government working together to find solutions ",4434
LR239,Louden,,Congratulate A. Marie Jones on her 100th birthday ,4519
LR240,Pahls,,Recognize March of 2008 as Lymphedema Awareness Month,4595
LR241,Raikes,,"Congratulate the Lincoln East High School ""We the People"" team and their instructor for a successful showing at the 2008 National Finals",4572
LR242,Aguilar,,Congratulate Isaiah Aguilar for winning the Class A 2008 state wrestling championship in the 112-pound class,4636
LR243,Fulton,,"Designate the week of February 17-23, 2008, as Engineers Week in Nebraska",4669
LR244,Howard,,"Designate the week of October 5-11, 2008, as Nebraska School Bullying Awareness Week",4690
LR245,Flood,,Congratulate the Madison High School wrestling team for winning the 2008 Class C state wrestling championship,4620
LR246,Howard,,"Recognize March, 2008, as Professional Social Work Month in Nebraska",4694
LR247,Christensen,,Congratulate Ian Matthew Hunter for earning the rank of Eagle Scout,4687
LR248,Fulton,,Commend Union College on its recent achievements and encourage its continued progress,4720
LR249,Stuthman,,Congratulate the Howells High School Bowling Team for winning the Class D state championship,4757
LR250,Stuthman,,Congratulate the Howells High School Wrestling Team for winning the Class D state championship,4758
LR251,Aguilar,,Extend thanks to members of the National Guard and honor them for their sacrifice and service to the State of Nebraska and to the United States,4738
LR252,Avery,,Congratulate Spencer Wolfe for earning the rank of Eagle Scout,4830
LR253,Hansen,,Congratulate Shane Williams for receiving the 2008 Prudential Spirit of Community Award,4808
LR254,Fischer,,Congratulate Matt Spain for winning the 285-pound Class B 2008 State Championship in wrestling,4819
LR255,McGill,,Congratulate Minh Thu Tran for receiving the 2008 Prudential Spirit of Community Award,4750
LR256,Aguilar,,Extend gratitude to members of the Nebraska National Guard and honor them for their sacrifice and service to the State of Nebraska and to the United States,4869
LR257,Engel,,Congratulate the South Sioux City High School girls' basketball team for winning the Class B state championship,4899
LR258,Kopplin,,Congratulate Kennedy Healy for receiving the 2008 Prudential Spirit of Community Award,4904
LR259,Christensen,,Congratulate the Perkins County girls' basketball team for winning the 2008 Class C-2 state championship,4901
LR260,Flood,,Congratulate the Norfolk Catholic High School girls' basketball team for winning the 2008 Class C-1 state championship,4923
LR261,Fischer,,Congratulate Michael Frickel for winning the 2008 Class D state wrestling championship in the 119-pound class,4985
LR262,Dierks,,Congratulate the Ewing High School girls' basketball team for winning the 2008 Class D-2 state championship,4961
LR263,Rogert,,Congratulate the Bancroft-Rosalie High School girls' basketball team for winning the 2008 Class D-1 state championship,4990
LR264,Heidemann,,Congratulate Ryan Callahan for earning the rank of Eagle Scout,4981
LR265,Heidemann,,Congratulate the Humboldt-Table Rock-Steinauer High School Mock Trial Team for winning the 2007 state championship,4980
LR266,Flood,,Congratulate Justin Schroeder for earning the rank of Eagle Scout,5008
LR267,Howard,,Honor the services of Nebraska's Motorists Assist volunteers,5006
LR268,Burling,,Congratulate the Hastings St. Cecilia High School boys' basketball team for winning the 2008 Class C-1 state championship,5050
LR269,Wallman,,Congratulate the Beatrice High School boys' basketball team for winning the 2008 Class B state championship,5055
LR270,Synowiecki,,Congratulate the Omaha Central High School boys' basketball team for winning the 2008 Class A state championship,5051
LR271,McGill,,"Designate March 31, 2008, as Joba Chamberlain Day in Nebraska",5037
LR272,Pankonin,,Congratulate the Elmwood-Murdock High School boys' basketball team for winning the 2008 Class C-2 state championship,5066
LR273,Nelson,,Congratulate the Omaha Central High School boys' basketball team for winning the 2008 Class A state championship,5087
LR274,Pirsch,,Congratulate the Burke High School Academic Decathlon team for winning the Nebraska Academic Decathlon,5073
LR275,Flood,,"Interim study to examine the process of creating legislative task forces, committees, and commissions",5079
LR276,Pirsch,,Interim study to examine the standards and oversight of death investigations in Nebraska,5132
LR277,Fulton,,Congratulate Justin Tolston for winning the Poetry Out Loud National Recitation Contest state championship,5133
LR278,Heidemann,,Congratulate Matt Goff for earning the rank of Eagle Scout,5089
LR279,Heidemann,,Congratulate Mark Lucas for earning the rank of Eagle Scout,5090
LR280,Burling,,Congratulate Shane Peterson for earning the rank of Eagle Scout,5157
LR281,Cornett,,Congratulate the Bellevue East High School girls' basketball team and the Bellevue East High School boys' basketball team for their achievements,5277
LR282,Preister,,"Designate May 27, 2008, as Rachel Carson Day",5170
LR283,Flood,,Create the Developmental Disabilities Special Investigative Committee of the Legislature ,5345
LR284,Pedersen,,Recognize slavery in the history of Nebraska,5322
LR285,Aguilar,,Interim study to examine whether state-funded building projects should be required to meet high performance green building standards,5131
LR286,Louden,,Interim study to examine return flow issues as they affect surface water irrigation,5419
LR287,Louden,,Interim study to examine Nebraska state forests as potential renewable energy resources,5421
LR288,Louden,,Interim study to examine the causes and effects of water depletion across the state of Nebraska,5418
LR289,Louden,,Interim study to examine public power issues relating to the generation of power in the state of Nebraska,5420
LR290,Louden,,Interim study to examine the possibility of recycling construction waste and deconstruction materials,5422
LR291,Louden,,Interim study to examine the process for obtaining an instream flow right by either a natural resources district or the Game and Parks Commission,5423
LR292,Adams,,Interim study to review services available for at-risk children age birth to five years,5401
LR293,Adams,,Interim study to examine ways to develop interest in science and math disciplines ,5402
LR294,Adams,,Interim study to examine alternative salary compensation and funding systems for teachers,5403
LR295,Adams,,Interim study to examine regional models of delivering education in rural communities,5405
LR296,Avery,,Interim study of the impact of a future Base Realignment and Closure Commission on Nebraska's current military installations and missions,5379
LR297,Nantkes,,Interim study to examine issues relating to the inspection requirements for Class B swimming pools and certified swimming pool operators,5353
LR298,Aguilar,,"Interim study to examine issues under the jurisdiction of the Government, Military and Veterans Affairs Committee",5432
LR299,Pankonin,,Interim study to examine changes being implemented by insurance companies to reduce private insurance benefits covering prosthetic limbs,5458
LR300,Janssen,,Interim study to examine issues relating to the authority of the Dept. of Natural Resources to set the boundaries of game refuges,4412
LR301,Pahls,,Interim study to examine issues regarding the Comprehensive Health Insurance Pool,5442
LR302,Pahls,,Interim study to examine issues relating to the availability and use of rooms for school children visiting the State Capitol and coordination of tours by the tour office,5445
LR303,Pahls,,Interim study to examine issues relating to establishment of a laboratory at the University of Nebraska Medical Center to conduct medical research on umbilical cord blood and tissue,5446
LR304,Pahls,,Interim study to examine issues relating to early retirement by public school teachers ,5447
LR305,Pahls,,Interim study to examine requiring issuers of group health benefit plans to provide information regarding claims paid and the amount of premiums by line of coverage,5457
LR306,Janssen,,Interim study to examine issues relating to the use of latex in public places and  efforts to restrict or eliminate the use of latex ,5516
LR307,Wightman,,Interim study to examine Nebraska's aid to dependent children program,5537
LR308,Nantkes,,Interim study to examine costs associated with the creation of the learning community ,5539
LR309,Nantkes,,Interim study to determine whether Nebraska should enact the Uniform Limited Partnership Act (2001),5441
LR310,Karpisek,,Interim study to examine the mandatory retirement age and lack of purchase of service provisions in the Nebraska State Patrol Retirement System,5523
LR311,Nebraska Retirement Systems Committee,,Interim study to examine the public employee retirement systems administered by the Public Employees Retirement Board,5520
LR312,Pedersen,,Interim study to examine whether the Legislature should adopt a statewide 24/7 sobriety program,5438
LR313,Fischer,,Interim study to examine the need for a uniform voluntary procedure of dispute resolution between railroads and entities who enter into agreements to construct certain facilities,5557
LR314,Erdman,,Interim study to examine means to fully cash fund the duties carried out by the Dept. of Agriculture under the Noxious Weed Control Act,5560
LR315,Erdman,,Interim study to review the statutory provisions for disease eradication programs administered by the Bureau of Animal Industry,5569
LR316,Erdman,,Interim study to continue examination of activities and staffing of the Dept. of Agriculture and the Bureau of Animal Industry,5561
LR317,Kopplin,,Interim study to examine the use of electronic surveillance devices and software by individuals who engage in the crime of stalking,5554
LR318,Kopplin,,Interim study to examine the participation rate of the food stamp program in Nebraska,5555
LR319,Hudkins,,Interim study to examine the statutes governing the placement of electric transmission lines,5524
LR320,Stuthman,,Congratulate Doug Kluth for being named the 2008 Distinguished Middle School Principal of the Year,5599
LR321,Fischer,,Interim study to examine issues relating to the Nebraska expressway system,5593
LR322,Fischer,,Interim study to examine the current and proposed system that the Dept. of Roads uses to prioritize the needs of Nebraska's highways,5592
LR323,Raikes,,Interim study to examine tax incentive programs in Nebraska and other states to assess cost and effectiveness ,5635
LR324,Gay,,Interim study to conduct a comprehensive study on Nebraska's highway development and funding system,5585
LR325,Heidemann,,Congratulate the Falls City Sacred Heart High School boys basketball team for winning the 2008 Class D-2 state championship,5595
LR326,Transportation and Telecommunications Committee,,Interim study to examine issues under the jurisdiction of the Transportation and Telecommunications Committee,5594
LR327,Burling,,Interim study to review the report and recommendations of the Tax Policy Reform Commission,5620
LR328,Karpisek,,Interim study to develop and publish information necessary to implement a method of valuation of agricultural real estate used by neighboring agricultural states,5618
LR329,Nantkes,,Interim study to examine state policy changes that should be pursued to ensure that state economic development efforts fully leverage the state's public and private research capacity,5609
LR330,Christensen,,"Interim study to identify points of diversion for transferring excess water, flood water, and storm water between river basins to increase water management capabilities",5612
LR331,Christensen,,Interim study to examine how to simplify and grant authority to a single entity to divert excess water in the Platte River to Johnson and Elwood Reservoirs after stream flows reach a specific level ,5613
LR332,Christensen,,Interim study to examine the concept of transferring storm water runoff from cities to the Republican River Basin to help with interstate water compact compliance,5614
LR333,Synowiecki,,Interim study to review the crime of destruction of property through the use of graffiti and to make recommendations to combat the crime,5623
